Total;13.770.793;13.991.127;14.206.429;14.414.046;14.613.776;14.809.841;15.001.623;15.185.799;15.365.623;15.543.565;15.715.924;15.882.092;16.041.612;16.198.348;16.356.738;16.516.863;16.682.228;16.855.484;17.030.393;17.204.567;17.380.597;17.559.507;17.749.360;17.954.875;18.190.964;18.460.529;18.754.494;19.040.037;19.235.540;19.391.613;19.581.575;19.756.365;19.904.328;20.036.669;20.150.948;20.252.145;20.342.246;20.421.403;20.489.812;20.546.653;20.590.711;20.621.533;20.639.005;20.643.490;20.635.825;20.617.132;20.588.655;20.551.753;20.508.117;20.459.180;20.405.521;20.347.272;20.284.551;20.217.414;20.145.968;20.070.235;19.990.194;19.905.775;19.816.858;19.723.225;19.624.629;19.520.801;19.411.448;19.296.388;19.175.470;19.048.653;18.916.047;18.777.806;18.634.210;18.485.577;18.332.247;18.174.541;18.012.787;17.847.299;17.678.364;17.506.235;17.331.111;17.153.173;16.972.558
68;33.107;34.184;34.801;37.453;41.124;43.248;44.588;44.486;42.827;42.131;42.431;43.091;44.021;45.269;47.064;49.684;52.179;54.381;56.762;58.746;60.365;61.690;62.307;63.731;68.041;72.247;74.016;76.074;79.757;84.302;87.435;89.996;93.603;98.017;103.425;108.518;112.832;116.232;118.779;121.257;123.246;124.017;124.112;123.883;123.067;121.867;121.866;123.728;126.874;129.874;130.083;127.499;124.729;122.686;122.794;126.130;131.924;137.668;140.146;139403;138302;139472;142615;147871;154794;161600;165318;164889;162976;161076;159609;156828;153667;150972;148504;145517;142243;140574;137793
69;31.479;32.500;33.581;34.188;36.816;40.439;42.550;43.904;43.823;42.165;41.498;41.837;42.482;43.415;44.649;46.420;49.047;51.530;53.717;56.084;58.054;59.643;60.934;61.568;63.024;67.369;71.609;73.387;75.304;78.864;83.435;86.603;89.189;92.787;97.167;102.542;107.609;111.907;115.300;117.843;120.310;122.293;123.068;123.173;122.956;122.156;120.977;120.987;122.848;125.984;128.975;129.197;126.645;123.907;121.891;122.011;125.336;131.103;136.823;139297;138571;137489;138664;141799;147036;153931;160709;164418;164004;162114;160237;158789;156034;152900;150230;147785;144822;141574;139922
70;29.805;30.839;31.846;32.915;33.517;36.105;39.703;41.798;43.156;43.114;41.459;40.832;41.208;41.864;42.790;43.986;45.771;48.403;50.828;52.965;55.317;57.258;58.848;60.166;60.815;62.260;66.630;70.915;72.561;74.341;77.909;82.517;85.718;88.304;91.885;96.240;101.583;106.623;110.905;114.285;116.817;119.273;121.250;122.030;122.146;121.943;121.163;120.006;120.031;121.891;125.015;127.998;128.233;125.714;123.012;121.024;121.156;124.469;130.208;135900;138370;137662;136600;137779;140907;146122;152985;159733;163432;163034;161169;159315;157888;155161;152057;149412;146991;144055;140836
71;28.248;29.105;30.189;31.200;32.219;32.816;35.364;38.917;41.009;42.352;42.329;40.728;40.119;40.495;41.162;42.086;43.272;45.070;47.656;50.035;52.186;54.539;56.473;58.033;59.337;59.988;61.489;65.870;69.991;71.572;73.400;77.015;81.598;84.748;87.339;90.902;95.234;100.543;105.557;109.815;113.174;115.694;118.139;120.109;120.896;121.025;120.838;120.080;118.949;118.990;120.849;123.962;126.934;127.182;124.701;122.035;120.078;120.222;123.522;129230;134892;137357;136667;135628;136811;139929;145121;151948;158663;162351;161970;160131;158302;156897;154200;151128;148512;146117;143210
72;26.565;27.542;28.403;29.459;30.446;31.471;32.069;34.567;38.103;40.204;41.514;41.518;39.956;39.347;39.760;40.429;41.326;42.531;44.312;46.829;49.180;51.339;53.682;55.632;57.187;58.488;59.164;60.649;64.918;68.915;70.525;72.411;76.028;80.575;83.708;86.292;89.837;94.144;99.420;104.398;108.622;111.960;114.467;116.901;118.866;119.660;119.804;119.635;118.902;117.800;117.857;119.715;122.814;125.774;126.037;123.595;120.969;119.044;119.202;122487;128160;133789;136248;135579;134562;135750;138858;144023;150812;157490;161164;160801;158990;157189;155807;153143;150105;147519;145152
73;24.836;25.815;26.811;27.671;28.695;29.696;30.710;31.284;33.744;37.210;39.273;40.569;40.626;39.152;38.558;38.969;39.635;40.551;41.736;43.464;45.950;48.278;50.407;52.754;54.727;56.289;57.603;58.275;59.628;63.747;67.785;69.484;71.368;74.953;79.468;82.584;85.162;88.690;92.972;98.204;103.135;107.323;110.636;113.130;115.553;117.512;118.316;118.476;118.327;117.621;116.550;116.624;118.480;121.564;124.511;124.789;122.389;119.806;117.916;118087;121355;126990;132582;135034;134387;133395;134587;137682;142818;149564;156201;159861;159516;157735;155963;154607;151978;148977;146423
74;24.138;24.020;25.018;25.999;26.873;27.920;28.910;29.905;30.492;32.937;36.298;38.315;39.609;39.689;38.294;37.712;38.142;38.826;39.699;40.883;42.596;45.002;47.289;49.438;51.789;53.779;55.354;56.623;57.210;58.420;62.519;66.655;68.383;70.241;73.792;78.265;81.365;83.938;87.448;91.695;96.871;101.751;105.900;109.188;111.669;114.079;116.033;116.847;117.025;116.898;116.221;115.183;115.276;117.128;120.195;123.128;123.421;121.066;118.529;116676;116862;120111;125704;131255;133699;133075;132109;133306;136387;141489;148188;154780;158422;158097;156348;154608;153279;150687;147727
75;23.287;23.307;23.208;24.212;25.190;26.095;27.091;28.042;29.086;29.691;32.058;35.307;37.301;38.550;38.644;37.336;36.790;37.269;37.941;38.808;39.952;41.626;44.040;46.315;48.449;50.785;52.791;54.355;55.491;55.921;57.099;61.274;65.444;67.152;69.005;72.527;76.957;80.040;82.607;86.089;90.288;95.403;100.229;104.336;107.596;110.061;112.459;114.407;115.232;115.431;115.328;114.682;113.679;113.791;115.640;118.688;121.604;121.913;119.606;117119;115306;115507;118736;124282;129788;132222;131622;130684;131885;134950;140016;146661;153202;156825;156521;154807;153101;151801;149251
76;22.184;22.373;22.439;22.363;23.327;24.321;25.227;26.196;27.175;28.200;28.781;31.131;34.260;36.217;37.512;37.581;36.308;35.838;36.317;36.979;37.845;38.944;40.586;42.976;45.255;47.392;49.709;51.724;53.175;54.157;54.553;55.790;59.987;64.100;65.804;67.657;71.147;75.530;78.596;81.148;84.588;88.735;93.783;98.548;102.609;105.838;108.287;110.671;112.613;113.450;113.670;113.593;112.981;112.016;112.149;113.992;117.018;119.914;120.241;117987;115554;113786;114003;117209;122701;128156;130580;130006;129099;130304;133350;138373;144959;151443;155044;154763;153087;151418;150151
77;21.032;21.206;21.447;21.571;21.488;22.462;23.430;24.325;25.300;26.269;27.263;27.819;30.112;33.133;35.070;36.361;36.483;35.273;34.783;35.298;35.946;36.784;37.898;39.531;41.912;44.131;46.264;48.590;50.472;51.798;52.699;53.127;54.417;58.560;62.640;64.346;66.198;69.654;73.988;77.023;79.546;82.941;87.029;92.003;96.702;100.712;103.908;106.339;108.706;110.641;111.491;111.734;111.684;111.108;110.183;110.338;112.175;115.176;118.050;118395;116198;113824;112103;112338;115517;120950;126348;128758;128213;127339;128547;131572;136548;143067;149487;153062;152805;151171;149543
78;19.790;20.036;20.252;20.504;20.610;20.576;21.543;22.485;23.364;24.323;25.294;26.277;26.813;29.016;31.964;33.887;35.187;35.385;34.153;33.658;34.189;34.801;35.679;36.828;38.441;40.800;42.980;45.026;47.228;48.979;50.248;51.220;51.697;52.971;57.065;61.081;62.787;64.638;68.057;72.325;75.316;77.807;81.151;85.176;90.069;94.696;98.650;101.808;104.219;106.568;108.494;109.355;109.622;109.601;109.062;108.181;108.358;110.187;113.160;116008;116372;114237;111926;110256;110509;113657;119025;124359;126753;126239;125400;126611;129611;134534;140978;147326;150871;150641;149052
79;18.261;18.769;19.023;19.250;19.494;19.651;19.627;20.548;21.488;22.375;23.338;24.300;25.259;25.773;27.895;30.718;32.602;33.917;34.132;32.919;32.435;33.041;33.660;34.473;35.615;37.271;39.629;41.730;43.650;45.679;47.340;48.688;49.710;50.185;51.464;55.484;59.432;61.138;62.986;66.353;70.538;73.479;75.934;79.223;83.178;87.985;92.533;96.426;99.542;101.929;104.257;106.171;107.044;107.335;107.343;106.844;106.008;106.209;108.028;110968;113788;114171;112101;109858;108243;108514;111628;116922;122185;124561;124079;123277;124490;127461;132325;138686;144954;148465;148262
80;16.308;17.257;17.704;17.979;18.222;18.497;18.656;18.586;19.550;20.506;21.364;22.309;23.193;24.107;24.687;26.735;29.415;31.299;32.543;32.765;31.632;31.181;31.834;32.433;33.224;34.379;36.036;38.333;40.242;41.984;44.001;45.785;47.155;48.097;48.593;49.875;53.814;57.688;59.390;61.222;64.518;68.611;71.498;73.914;77.141;81.020;85.731;90.191;94.016;97.086;99.445;101.747;103.647;104.530;104.845;104.883;104.424;103.635;103.859;105665;108568;111354;111755;109756;107585;106027;106316;109390;114602;119784;122138;121689;120926;122139;125077;129873;136139;142316;145788
81;14.714;15.288;16.185;16.616;16.885;17.165;17.446;17.563;17.554;18.514;19.457;20.307;21.171;22.008;22.928;23.494;25.456;28.043;29.889;31.139;31.365;30.274;29.873;30.538;31.101;31.904;33.108;34.753;36.865;38.528;40.184;42.319;44.141;45.436;46.383;46.906;48.187;52.039;55.832;57.516;59.315;62.534;66.527;69.353;71.724;74.885;78.679;83.284;87.648;91.397;94.414;96.741;99.013;100.894;101.786;102.124;102.192;101.775;101.036;101283;103072;105933;108679;109098;107174;105080;103584;103891;106919;112038;117130;119456;119042;118320;119531;122431;127149;133308;139382
82;13.085;13.678;14.270;15.132;15.548;15.815;16.085;16.305;16.479;16.571;17.446;18.332;19.198;20.049;20.854;21.666;22.241;24.212;26.604;28.387;29.620;29.871;28.845;28.435;29.141;29.707;30.501;31.720;33.257;35.146;36.660;38.380;40.568;42.327;43.609;44.565;45.113;46.393;50.151;53.844;55.494;57.256;60.390;64.275;67.034;69.356;72.442;76.144;80.633;84.892;88.557;91.515;93.806;96.044;97.904;98.804;99.165;99.264;98.891;98205;98476;100246;103058;105760;106198;104354;102343;100913;101239;104216;109232;114223;116519;116141;115463;116671;119527;124160;130200
83;11.233;12.031;12.615;13.232;14.037;14.465;14.725;14.927;15.188;15.414;15.499;16.317;17.133;18.004;18.860;19.626;20.382;20.953;22.820;25.095;26.859;28.040;28.308;27.403;27.054;27.716;28.224;29.057;30.212;31.561;33.356;34.856;36.549;38.676;40.404;41.678;42.641;43.215;44.491;48.134;51.706;53.318;55.040;58.082;61.849;64.534;66.801;69.807;73.408;77.770;81.914;85.487;88.379;90.628;92.828;94.662;95.569;95.955;96.086;95759;95128;95423;97171;99930;102582;103039;101280;99359;97999;98344;101264;106166;111047;113307;112968;112337;113540;116347;120884
84;9.835;10.262;11.018;11.598;12.152;12.917;13.370;13.567;13.801;14.094;14.316;14.406;15.152;15.944;16.815;17.580;18.295;19.104;19.619;21.354;23.530;25.269;26.416;26.700;25.879;25.575;26.261;26.718;27.453;28.458;29.704;31.503;33.000;34.624;36.699;38.390;39.653;40.622;41.221;42.478;45.984;49.425;50.996;52.673;55.615;59.254;61.860;64.067;66.984;70.475;74.699;78.717;82.189;85.009;87.211;89.368;91.173;92.085;92.495;92658;92380;91806;92126;93848;96547;99143;99619;97951;96124;94839;95203;98059;102837;107596;109817;109519;108937;110133;112885
85;8.733;8.913;9.330;10.003;10.527;11.075;11.811;12.208;12.425;12.724;13.013;13.224;13.301;13.977;14.740;15.577;16.294;17.015;17.737;18.207;19.875;21.962;23.655;24.711;25.030;24.286;23.995;24.731;25.098;25.638;26.550;27.833;29.660;31.092;32.641;34.649;36.299;37.547;38.519;39.128;40.350;43.709;47.010;48.536;50.163;52.998;56.499;59.019;61.160;63.981;67.353;71.428;75.309;78.672;81.411;83.561;85.669;87.441;88.356;88788;88984;88755;88241;88585;90277;92909;95444;95937;94366;92639;91432;91814;94600;99242;103867;106044;105788;105257;106443
86;7.494;7.835;8.021;8.434;9.016;9.481;10.005;10.655;11.054;11.330;11.629;11.926;12.083;12.124;12.778;13.446;14.281;15.029;15.685;16.356;16.758;18.359;20.290;21.864;22.969;23.339;22.624;22.360;23.027;23.266;23.679;24.625;26.021;27.743;29.092;30.594;32.530;34.135;35.365;36.324;36.927;38.109;41.312;44.463;45.939;47.513;50.231;53.585;56.010;58.080;60.796;64.039;67.953;71.687;74.930;77.582;79.673;81.726;83.459;84375;84829;85057;84878;84426;84793;86450;89009;91475;91985;90514;88893;87769;88168;90876;95369;99848;101975;101762;101285
87;6.098;6.635;6.946;7.129;7.533;8.095;8.467;8.888;9.540;9.939;10.218;10.536;10.790;10.935;11.028;11.588;12.206;13.039;13.666;14.312;14.928;15.260;16.772;18.589;20.137;21.168;21.551;20.925;20.624;21.156;21.237;21.805;22.847;24.090;25.736;27.040;28.490;30.349;31.904;33.097;34.024;34.619;35.757;38.794;41.786;43.206;44.721;47.315;50.511;52.835;54.826;57.429;60.532;64.274;67.848;70.962;73.518;75.544;77.535;79224;80137;80613;80872;80743;80353;80743;82360;84837;87228;87753;86388;84877;83839;84255;86877;91208;95527;97598;97430
88;5.040;5.326;5.802;6.096;6.271;6.630;7.128;7.423;7.850;8.490;8.870;9.182;9.429;9.599;9.805;9.880;10.373;10.991;11.691;12.290;12.938;13.513;13.842;15.216;16.914;18.360;19.327;19.775;19.134;18.732;19.175;19.357;20.033;20.977;22.130;23.695;24.948;26.341;28.117;29.602;30.739;31.631;32.215;33.305;36.167;38.990;40.350;41.800;44.262;47.290;49.504;51.408;53.889;56.843;60.400;63.803;66.777;69.228;71.182;73104;74743;75650;76145;76434;76355;76028;76439;78011;80399;82705;83244;81988;80593;79643;80075;82603;86758;90904;92913
89;4.218;4.356;4.610;5.050;5.298;5.436;5.729;6.164;6.458;6.860;7.483;7.823;8.045;8.293;8.515;8.726;8.797;9.211;9.719;10.462;11.038;11.561;12.106;12.442;13.720;15.215;16.598;17.555;17.890;17.138;16.678;17.266;17.526;18.142;19.065;20.164;21.641;22.839;24.171;25.844;27.239;28.316;29.169;29.739;30.777;33.455;36.100;37.394;38.775;41.096;43.946;46.043;47.855;50.205;52.999;56.360;59.581;62.405;64.742;66618;68464;70046;70943;71453;71770;71740;71476;71905;73427;75717;77931;78481;77338;76060;75202;75647;78073;82038;85998
90;3.274;3.539;3.685;3.937;4.319;4.516;4.627;4.873;5.276;5.580;5.997;6.543;6.816;7.022;7.279;7.431;7.564;7.699;8.063;8.487;9.182;9.730;10.248;10.726;11.011;12.162;13.521;14.861;15.696;15.913;15.013;14.671;15.504;15.741;16.298;17.175;18.215;19.601;20.739;21.990;23.541;24.842;25.856;26.666;27.218;28.199;30.687;33.148;34.372;35.677;37.851;40.514;42.487;44.199;46.412;49.038;52.192;55.221;57.884;60100;61889;63652;65170;66053;66575;66916;66933;66731;67174;68639;70823;72938;73495;72466;71308;70542;70998;73313;77076
91;2.626;2.743;2.972;3.113;3.320;3.639;3.785;3.862;4.089;4.474;4.789;5.158;5.576;5.831;6.085;6.272;6.380;6.564;6.674;6.965;7.310;7.949;8.498;8.969;9.370;9.588;10.666;11.951;13.132;13.714;13.842;13.158;12.930;13.717;13.961;14.501;15.327;16.303;17.594;18.655;19.808;21.235;22.438;23.384;24.147;24.677;25.598;27.890;30.161;31.310;32.535;34.554;37.024;38.866;40.473;42.541;44.991;47.929;50.756;53251;55337;57032;58705;60154;61016;61545;61907;61967;61824;62279;63680;65750;67757;68318;67403;66367;65692;66155;68351
92;1.977;2.151;2.262;2.453;2.596;2.754;2.985;3.091;3.187;3.403;3.762;4.057;4.338;4.678;4.941;5.153;5.313;5.424;5.546;5.662;5.956;6.220;6.793;7.326;7.738;8.045;8.236;9.242;10.343;11.297;11.614;11.893;11.500;11.240;11.990;12.245;12.763;13.534;14.443;15.624;16.592;17.645;18.944;20.047;20.921;21.634;22.140;22.996;25.087;27.164;28.233;29.373;31.233;33.503;35.209;36.705;38.621;40.888;43.602;46219;48537;50486;52080;53656;55028;55864;56396;56773;56873;56786;57248;58579;60527;62418;62978;62176;61261;60677;61144
93;1.422;1.603;1.761;1.860;1.992;2.113;2.224;2.397;2.492;2.584;2.798;3.128;3.362;3.595;3.871;4.078;4.282;4.453;4.516;4.616;4.717;4.937;5.154;5.691;6.181;6.530;6.809;6.993;7.865;8.719;9.441;9.734;10.147;9.903;9.662;10.347;10.607;11.097;11.811;12.638;13.695;14.569;15.520;16.690;17.690;18.490;19.150;19.626;20.415;22.303;24.183;25.168;26.218;27.914;29.981;31.546;32.925;34.684;36.762;39245;41645;43780;45584;47071;48542;49831;50635;51164;51551;51687;51652;52115;53370;55188;56957;57510;56819;56024;55529
94;1.048;1.110;1.273;1.412;1.495;1.591;1.678;1.746;1.884;1.964;2.067;2.280;2.530;2.732;2.939;3.136;3.313;3.523;3.615;3.650;3.780;3.893;4.068;4.226;4.742;5.160;5.475;5.719;5.830;6.521;7.059;7.762;8.195;8.526;8.354;8.189;8.806;9.066;9.524;10.166;10.900;11.835;12.614;13.463;14.504;15.399;16.122;16.725;17.170;17.888;19.573;21.254;22.152;23.110;24.640;26.500;27.921;29.180;30.777;32661;34909;37088;39034;40688;42061;43422;44621;45388;45907;46299;46465;46476;46936;48109;49790;51429;51971;51387;50708
95;768;814;877;1.024;1.126;1.152;1.213;1.285;1.335;1.469;1.547;1.646;1.802;1.993;2.192;2.332;2.496;2.704;2.845;2.899;2.936;3.026;3.126;3.269;3.397;3.871;4.223;4.498;4.647;4.669;5.147;5.621;6.431;6.812;7.052;6.941;6.839;7.389;7.641;8.055;8.617;9.260;10.075;10.760;11.508;12.422;13.213;13.860;14.404;14.813;15.460;16.945;18.430;19.239;20.103;21.466;23.121;24.395;25.531;26966;28655;30668;32623;34377;35877;37132;38378;39482;40204;40708;41099;41288;41339;41789;42875;44415;45918;46442;45960
96;541;577;619;684;814;870;870;910;968;1.023;1.138;1.193;1.282;1.415;1.551;1.706;1.834;1.962;2.122;2.268;2.292;2.289;2.396;2.452;2.563;2.661;3.085;3.425;3.656;3.693;3.572;4.013;4.485;5.175;5.517;5.744;5.683;5.630;6.113;6.345;6.705;7.191;7.745;8.447;9.041;9.690;10.481;11.172;11.742;12.227;12.598;13.173;14.465;15.759;16.480;17.248;18.448;19.902;21.031;22044;23317;24813;26593;28327;29890;31235;32368;33495;34501;35173;35655;36038;36243;36327;36761;37754;39149;40513;41014
97;376;402;440;482;529;629;657;633;658;714;763;858;905;983;1.102;1.186;1.303;1.424;1.505;1.636;1.754;1.761;1.748;1.835;1.897;1.965;2.033;2.421;2.696;2.843;2.733;2.625;3.171;3.578;4.103;4.399;4.608;4.584;4.568;4.980;5.182;5.491;5.904;6.376;6.970;7.477;8.033;8.709;9.303;9.799;10.224;10.556;11.060;12.168;13.281;13.913;14.588;15.630;16.890;17878;18769;19884;21192;22747;24265;25640;26830;27841;28848;29752;30370;30823;31191;31405;31513;31925;32823;34072;35295
98;243;275;302;327;353;394;470;472;433;473;528;560;631;668;729;799;868;998;1.073;1.131;1.247;1.316;1.322;1.329;1.402;1.428;1.446;1.496;1.867;2.092;2.122;1.975;1.959;2.455;2.765;3.193;3.445;3.632;3.633;3.639;3.978;4.152;4.412;4.757;5.151;5.646;6.072;6.540;7.107;7.610;8.034;8.401;8.692;9.127;10.062;11.004;11.551;12.135;13.025;14101;14952;15724;16687;17814;19151;20460;21653;22691;23580;24467;25268;25828;26248;26595;26811;26936;27320;28121;29224
99;164;174;202;224;240;256;280;332;327;303;352;388;393;446;487;526;584;662;733;782;837;907;956;991;1.012;1.043;1.049;1.065;1.080;1.372;1.490;1.524;1.432;1.403;1.842;2.090;2.432;2.642;2.805;2.820;2.834;3.108;3.254;3.469;3.752;4.075;4.478;4.830;5.216;5.683;6.100;6.456;6.768;7.019;7.387;8.162;8.945;9.410;9.906;10654;11557;12278;12936;13752;14707;15839;16950;17967;18859;19628;20397;21096;21594;21976;22297;22509;22643;22996;23699
100+;294;312;336;377;434;469;475;486;520;559;586;631;693;749;824;884;965;1.083;1.215;1.388;1.548;1.662;1.799;1.961;2.109;2.208;2.314;2.411;2.475;2.431;2.472;2.673;3.106;3.381;3.469;3.865;4.347;4.964;5.587;6.181;6.644;7.012;7.504;7.993;8.534;9.165;9.896;10.763;11.697;12.708;13.842;15.034;16.226;17.386;18.481;19.615;21.093;22.839;24.551;26263;28172;30352;32604;34866;37262;39870;42779;45908;49139;52355;55470;58510;61441;64135;66559;68729;70618;72231;73801
